Rule 1:: Host 1-> Host 2, ingress=of:0000000000000001:1, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.1/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 44:: Host 5-> Host 9, ingress=of:0000000000000001:5, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.5/32, dst_ip=10.0.0.15/32, src_tcp=80, dst_tcp=80
Rule 45:: Host 5-> Host 10, ingress=of:0000000000000001:5, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.5/32, dst_ip=10.0.0.16/32, src_tcp=80, dst_tcp=80
Rule 46:: Host 6-> Host 1, ingress=of:0000000000000001:12, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.12/32, dst_ip=10.0.0.1/32, src_tcp=80, dst_tcp=80
Rule 47:: Host 6-> Host 2, ingress=of:0000000000000001:12, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.12/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 48:: Host 6-> Host 3, ingress=of:0000000000000001:12, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.12/32, dst_ip=10.0.0.3/32, src_tcp=80, dst_tcp=80
Rule 49:: Host 6-> Host 4, ingress=of:0000000000000001:12, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.12/32, dst_ip=10.0.0.4/32, src_tcp=80, dst_tcp=80
Rule 50:: Host 6-> Host 5, ingress=of:0000000000000001:6, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.6/32, dst_ip=10.0.0.11/32, src_tcp=80, dst_tcp=80
Rule 51:: Host 6-> Host 7, ingress=of:0000000000000001:6, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.6/32, dst_ip=10.0.0.13/32, src_tcp=80, dst_tcp=80
Rule 52:: Host 6-> Host 8, ingress=of:0000000000000001:6, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.6/32, dst_ip=10.0.0.14/32, src_tcp=80, dst_tcp=80
Rule 53:: Host 6-> Host 9, ingress=of:0000000000000001:6, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.6/32, dst_ip=10.0.0.15/32, src_tcp=80, dst_tcp=80
Rule 54:: Host 6-> Host 10, ingress=of:0000000000000001:6, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.6/32, dst_ip=10.0.0.16/32, src_tcp=80, dst_tcp=80
Rule 55:: Host 7-> Host 1, ingress=of:0000000000000001:13, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.13/32, dst_ip=10.0.0.1/32, src_tcp=80, dst_tcp=80
Rule 56:: Host 7-> Host 2, ingress=of:0000000000000001:13, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.13/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 57:: Host 7-> Host 3, ingress=of:0000000000000001:13, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.13/32, dst_ip=10.0.0.3/32, src_tcp=80, dst_tcp=80
Rule 58:: Host 7-> Host 4, ingress=of:0000000000000001:13, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.13/32, dst_ip=10.0.0.4/32, src_tcp=80, dst_tcp=80
Rule 59:: Host 7-> Host 5, ingress=of:0000000000000001:7, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.7/32, dst_ip=10.0.0.11/32, src_tcp=80, dst_tcp=80
Rule 60:: Host 7-> Host 6, ingress=of:0000000000000001:7, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.7/32, dst_ip=10.0.0.12/32, src_tcp=80, dst_tcp=80
Rule 61:: Host 7-> Host 8, ingress=of:0000000000000001:7, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.7/32, dst_ip=10.0.0.14/32, src_tcp=80, dst_tcp=80
Rule 62:: Host 7-> Host 9, ingress=of:0000000000000001:7, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.7/32, dst_ip=10.0.0.15/32, src_tcp=80, dst_tcp=80
Rule 63:: Host 7-> Host 10, ingress=of:0000000000000001:7, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.7/32, dst_ip=10.0.0.16/32, src_tcp=80, dst_tcp=80
Rule 64:: Host 8-> Host 1, ingress=of:0000000000000001:14, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.14/32, dst_ip=10.0.0.1/32, src_tcp=80, dst_tcp=80
Rule 65:: Host 8-> Host 2, ingress=of:0000000000000001:14, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.14/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 66:: Host 8-> Host 3, ingress=of:0000000000000001:14, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.14/32, dst_ip=10.0.0.3/32, src_tcp=80, dst_tcp=80
Rule 67:: Host 8-> Host 4, ingress=of:0000000000000001:14, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.14/32, dst_ip=10.0.0.4/32, src_tcp=80, dst_tcp=80
Rule 68:: Host 8-> Host 5, ingress=of:0000000000000001:8, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.8/32, dst_ip=10.0.0.11/32, src_tcp=80, dst_tcp=80
Rule 69:: Host 8-> Host 6, ingress=of:0000000000000001:8, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.8/32, dst_ip=10.0.0.12/32, src_tcp=80, dst_tcp=80
Rule 70:: Host 8-> Host 7, ingress=of:0000000000000001:8, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.8/32, dst_ip=10.0.0.13/32, src_tcp=80, dst_tcp=80
Rule 71:: Host 8-> Host 9, ingress=of:0000000000000001:8, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.8/32, dst_ip=10.0.0.15/32, src_tcp=80, dst_tcp=80
Rule 72:: Host 8-> Host 10, ingress=of:0000000000000001:8, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.8/32, dst_ip=10.0.0.16/32, src_tcp=80, dst_tcp=80
Rule 73:: Host 9-> Host 1, ingress=of:0000000000000001:15, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.15/32, dst_ip=10.0.0.1/32, src_tcp=80, dst_tcp=80
Rule 74:: Host 9-> Host 2, ingress=of:0000000000000001:15, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.15/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 75:: Host 9-> Host 3, ingress=of:0000000000000001:15, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.15/32, dst_ip=10.0.0.3/32, src_tcp=80, dst_tcp=80
Rule 76:: Host 9-> Host 4, ingress=of:0000000000000001:15, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.15/32, dst_ip=10.0.0.4/32, src_tcp=80, dst_tcp=80
Rule 77:: Host 9-> Host 5, ingress=of:0000000000000001:9, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.9/32, dst_ip=10.0.0.11/32, src_tcp=80, dst_tcp=80
Rule 78:: Host 9-> Host 6, ingress=of:0000000000000001:9, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.9/32, dst_ip=10.0.0.12/32, src_tcp=80, dst_tcp=80
Rule 79:: Host 9-> Host 7, ingress=of:0000000000000001:9, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.9/32, dst_ip=10.0.0.13/32, src_tcp=80, dst_tcp=80
Rule 80:: Host 9-> Host 8, ingress=of:0000000000000001:9, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.9/32, dst_ip=10.0.0.14/32, src_tcp=80, dst_tcp=80
Rule 81:: Host 9-> Host 10, ingress=of:0000000000000001:9, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.9/32, dst_ip=10.0.0.16/32, src_tcp=80, dst_tcp=80
Rule 82:: Host 10-> Host 1, ingress=of:0000000000000001:16, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.16/32, dst_ip=10.0.0.1/32, src_tcp=80, dst_tcp=80
Rule 83:: Host 10-> Host 2, ingress=of:0000000000000001:16, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.16/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 84:: Host 10-> Host 3, ingress=of:0000000000000001:16, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.16/32, dst_ip=10.0.0.3/32, src_tcp=80, dst_tcp=80
Rule 85:: Host 10-> Host 4, ingress=of:0000000000000001:16, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.16/32, dst_ip=10.0.0.4/32, src_tcp=80, dst_tcp=80
Rule 86:: Host 10-> Host 5, ingress=of:0000000000000001:10, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.10/32, dst_ip=10.0.0.11/32, src_tcp=80, dst_tcp=80
Rule 87:: Host 10-> Host 6, ingress=of:0000000000000001:10, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.10/32, dst_ip=10.0.0.12/32, src_tcp=80, dst_tcp=80
Rule 88:: Host 10-> Host 7, ingress=of:0000000000000001:10, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.10/32, dst_ip=10.0.0.13/32, src_tcp=80, dst_tcp=80
Rule 89:: Host 10-> Host 8, ingress=of:0000000000000001:10, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.10/32, dst_ip=10.0.0.14/32, src_tcp=80, dst_tcp=80
Rule 90:: Host 10-> Host 9, ingress=of:0000000000000001:10, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.10/32, dst_ip=10.0.0.15/32, src_tcp=80, dst_tcp=80
Rule 91:: Host 1-> Host 2, ingress=of:0000000000000001:1, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.1/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 92:: Host 1-> Host 3, ingress=of:0000000000000001:1, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.1/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 93:: Host 1-> Host 4, ingress=of:0000000000000001:1, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.1/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 94:: Host 1-> Host 5, ingress=of:0000000000000001:1, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.1/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 95:: Host 1-> Host 6, ingress=of:0000000000000001:1, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.1/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 96:: Host 1-> Host 7, ingress=of:0000000000000001:1, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.1/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 97:: Host 1-> Host 8, ingress=of:0000000000000001:1, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.1/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 98:: Host 1-> Host 9, ingress=of:0000000000000001:1, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.1/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 99:: Host 1-> Host 10, ingress=of:0000000000000001:1, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.1/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 100:: Host 2-> Host 1, ingress=of:0000000000000001:2, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.2/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 101:: Host 2-> Host 3, ingress=of:0000000000000001:2, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.2/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 102:: Host 2-> Host 4, ingress=of:0000000000000001:2, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.2/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 103:: Host 2-> Host 5, ingress=of:0000000000000001:2, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.2/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 104:: Host 2-> Host 6, ingress=of:0000000000000001:2, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.2/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 105:: Host 2-> Host 7, ingress=of:0000000000000001:2, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.2/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 106:: Host 2-> Host 8, ingress=of:0000000000000001:2, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.2/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
